date,total_articles,fiscal_articles,tariff_fiscal_articles,non_tariff_fiscal_articles,rate,tariff_rate,non_tariff_rate,fiscal_policy_index,tariff_fiscal_index,non_tariff_fiscal_index
2022-12-21,17,6,1,5,0.35294117647058826,0.058823529411764705,0.29411764705882354,108.00703111881171,28.23321120603052,248.35268383805254
2022-12-22,23,4,1,3,0.17391304347826086,0.043478260869565216,0.13043478260869565,53.22085591361737,20.86802567402256,110.1390163107885
2022-12-23,22,9,8,1,0.4090909090909091,0.36363636363636365,0.045454545454545456,125.18996788771359,174.53257836455234,38.3817784113354
2022-12-24,19,5,2,3,0.2631578947368421,0.10526315789473684,0.15789473684210525,80.53155829034206,50.52258847394936,133.32617763937554
2022-12-27,19,5,1,4,0.2631578947368421,0.05263157894736842,0.21052631578947367,80.53155829034206,25.26129423697468,177.76823685250073
2022-12-28,21,7,5,2,0.3333333333333333,0.23809523809523808,0.09523809523809523,102.00664050109995,114.2772834529807,80.41896429041701
2022-12-29,22,5,2,3,0.22727272727272727,0.09090909090909091,0.13636363636363635,69.54998215984088,43.633144591138084,115.14533523400617
2022-12-30,21,5,3,2,0.23809523809523808,0.14285714285714285,0.09523809523809523,72.86188607221425,68.56637007178841,80.41896429041701
2022-12-31,22,8,4,4,0.36363636363636365,0.18181818181818182,0.18181818181818182,111.2799714557454,87.26628918227617,153.5271136453416
2023-01-03,27,9,6,3,0.3333333333333333,0.2222222222222222,0.1111111111111111,102.00664050109995,106.65879788944864,93.8221250054865
2023-01-04,21,6,4,2,0.2857142857142857,0.19047619047619047,0.09523809523809523,87.4342632866571,91.42182676238455,80.41896429041701
2023-01-05,21,9,5,4,0.42857142857142855,0.23809523809523808,0.19047619047619047,131.15139492998566,114.2772834529807,160.83792858083402
2023-01-06,24,4,3,1,0.16666666666666666,0.125,0.041666666666666664,51.003320250549976,59.99557381281486,35.183296877057444
2023-01-07,25,6,3,3,0.24,0.12,0.12,73.44478116079196,57.59575086030226,101.32789500592543
2023-01-09,16,5,4,1,0.3125,0.25,0.0625,95.63122546978121,119.99114762562972,52.774945315586166
2023-01-10,21,5,2,3,0.23809523809523808,0.09523809523809523,0.14285714285714285,72.86188607221425,45.71091338119228,120.62844643562552
2023-01-11,20,4,2,2,0.2,0.1,0.1,61.203984300659975,47.99645905025189,84.43991250493787
2023-01-12,26,10,5,5,0.38461538461538464,0.19230769230769232,0.19230769230769232,117.6999698089615,92.30088278894596,162.38444712488052
2023-01-13,24,6,2,4,0.25,0.08333333333333333,0.16666666666666666,76.50498037582496,39.99704920854324,140.73318750822978
2023-01-14,16,4,2,2,0.25,0.125,0.125,76.50498037582496,59.99557381281486,105.54989063117233
2023-01-17,18,5,2,3,0.2777777777777778,0.1111111111111111,0.16666666666666666,85.00553375091663,53.32939894472432,140.73318750822978
2023-01-18,19,5,3,2,0.2631578947368421,0.15789473684210525,0.10526315789473684,80.53155829034206,75.78388271092403,88.88411842625037
2023-01-19,23,8,2,6,0.34782608695652173,0.08695652173913043,0.2608695652173913,106.44171182723474,41.73605134804512,220.278032621577
2023-01-20,20,6,4,2,0.3,0.2,0.1,91.80597645098996,95.99291810050379,84.43991250493787
2023-01-21,20,3,1,2,0.15,0.05,0.1,45.90298822549498,23.998229525125947,84.43991250493787
2023-01-23,16,5,3,2,0.3125,0.1875,0.125,95.63122546978121,89.9933607192223,105.54989063117233
2023-01-24,25,3,0,3,0.12,0.0,0.12,36.72239058039598,0.0,101.32789500592543
2023-01-25,24,8,3,5,0.3333333333333333,0.125,0.20833333333333334,102.00664050109995,59.99557381281486,175.91648438528722
2023-01-26,27,8,4,4,0.2962962962962963,0.14814814814814814,0.14814814814814814,90.67256933431108,71.10586525963242,125.096166673982
2023-01-27,24,4,3,1,0.16666666666666666,0.125,0.041666666666666664,51.003320250549976,59.99557381281486,35.183296877057444
2023-01-28,16,2,1,1,0.125,0.0625,0.0625,38.25249018791248,29.99778690640743,52.774945315586166
2023-01-30,27,9,7,2,0.3333333333333333,0.25925925925925924,0.07407407407407407,102.00664050109995,124.43526420435676,62.548083336991
2023-01-31,19,6,5,1,0.3157894736842105,0.2631578947368421,0.05263157894736842,96.63786994841048,126.30647118487339,44.442059213125184
2023-02-01,25,4,3,1,0.16,0.12,0.04,48.963187440527975,57.59575086030226,33.775965001975145
2023-02-02,26,9,2,7,0.34615384615384615,0.07692307692307693,0.2692307692307692,105.92997282806533,36.92035311557838,227.3382259748327
2023-02-03,23,9,2,7,0.391304347826087,0.08695652173913043,0.30434782608695654,119.74692580563908,41.73605134804512,256.99103805850655
2023-02-04,21,4,4,0,0.19047619047619047,0.19047619047619047,0.0,58.2895088577714,91.42182676238455,0.0
2023-02-06,24,10,6,4,0.4166666666666667,0.25,0.16666666666666666,127.50830062637495,119.99114762562972,140.73318750822978
2023-02-07,16,6,1,5,0.375,0.0625,0.3125,114.75747056373744,29.99778690640743,263.8747265779308
2023-02-08,21,5,2,3,0.23809523809523808,0.09523809523809523,0.14285714285714285,72.86188607221425,45.71091338119228,120.62844643562552
2023-02-09,27,5,2,3,0.18518518518518517,0.07407407407407407,0.1111111111111111,56.67035583394442,35.55293262981621,93.8221250054865
2023-02-10,19,6,3,3,0.3157894736842105,0.15789473684210525,0.15789473684210525,96.63786994841048,75.78388271092403,133.32617763937554
2023-02-11,20,7,2,5,0.35,0.1,0.25,107.10697252615495,47.99645905025189,211.09978126234466
2023-02-13,17,6,1,5,0.35294117647058826,0.058823529411764705,0.29411764705882354,108.00703111881171,28.23321120603052,248.35268383805254
2023-02-14,24,7,6,1,0.2916666666666667,0.25,0.041666666666666664,89.25581043846248,119.99114762562972,35.183296877057444
2023-02-15,19,3,0,3,0.15789473684210525,0.0,0.15789473684210525,48.31893497420524,0.0,133.32617763937554
2023-02-16,22,6,3,3,0.2727272727272727,0.13636363636363635,0.13636363636363635,83.45997859180905,65.44971688670712,115.14533523400617
2023-02-17,16,3,1,2,0.1875,0.0625,0.125,57.37873528186872,29.99778690640743,105.54989063117233
2023-02-18,18,3,1,2,0.16666666666666666,0.05555555555555555,0.1111111111111111,51.003320250549976,26.66469947236216,93.8221250054865
2023-02-21,25,4,2,2,0.16,0.08,0.08,48.963187440527975,38.39716724020151,67.55193000395029
2023-02-22,21,6,6,0,0.2857142857142857,0.2857142857142857,0.0,87.4342632866571,137.13274014357683,0.0
2023-02-23,24,2,1,1,0.08333333333333333,0.041666666666666664,0.041666666666666664,25.501660125274988,19.99852460427162,35.183296877057444
2023-02-24,22,2,1,1,0.09090909090909091,0.045454545454545456,0.045454545454545456,27.81999286393635,21.816572295569042,38.3817784113354
2023-02-25,22,6,2,4,0.2727272727272727,0.09090909090909091,0.18181818181818182,83.45997859180905,43.633144591138084,153.5271136453416
2023-02-27,18,7,5,2,0.3888888888888889,0.2777777777777778,0.1111111111111111,119.00774725128329,133.3234973618108,93.8221250054865
2023-02-28,21,8,2,6,0.38095238095238093,0.09523809523809523,0.2857142857142857,116.5790177155428,45.71091338119228,241.25689287125104
2023-03-01,28,9,7,2,0.32142857142857145,0.25,0.07142857142857142,98.36354619748924,119.99114762562972,60.31422321781276
2023-03-02,23,5,3,2,0.21739130434782608,0.13043478260869565,0.08695652173913043,66.52606989202171,62.604077022067685,73.426010873859
2023-03-03,25,7,3,4,0.28,0.12,0.16,85.68557802092397,57.59575086030226,135.10386000790058
2023-03-04,19,5,3,2,0.2631578947368421,0.15789473684210525,0.10526315789473684,80.53155829034206,75.78388271092403,88.88411842625037
2023-03-06,22,9,3,6,0.4090909090909091,0.13636363636363635,0.2727272727272727,125.18996788771359,65.44971688670712,230.29067046801234
2023-03-07,20,3,4,-1,0.15,0.2,-0.05,45.90298822549498,95.99291810050379,-42.21995625246893
2023-03-08,22,8,1,7,0.36363636363636365,0.045454545454545456,0.3181818181818182,111.2799714557454,21.816572295569042,268.6724488793477
2023-03-09,29,9,3,6,0.3103448275862069,0.10344827586206896,0.20689655172413793,94.97169977688617,49.65150936232954,174.70326725159558
2023-03-10,24,7,2,5,0.2916666666666667,0.08333333333333333,0.20833333333333334,89.25581043846248,39.99704920854324,175.91648438528722
2023-03-11,21,7,4,3,0.3333333333333333,0.19047619047619047,0.14285714285714285,102.00664050109995,91.42182676238455,120.62844643562552
2023-03-13,24,6,3,3,0.25,0.125,0.125,76.50498037582496,59.99557381281486,105.54989063117233
2023-03-14,23,6,3,3,0.2608695652173913,0.13043478260869565,0.13043478260869565,79.83128387042605,62.604077022067685,110.1390163107885
2023-03-15,21,6,3,3,0.2857142857142857,0.14285714285714285,0.14285714285714285,87.4342632866571,68.56637007178841,120.62844643562552
2023-03-16,20,5,2,3,0.25,0.1,0.15,76.50498037582496,47.99645905025189,126.65986875740678
2023-03-17,21,6,4,2,0.2857142857142857,0.19047619047619047,0.09523809523809523,87.4342632866571,91.42182676238455,80.41896429041701
2023-03-18,20,5,4,1,0.25,0.2,0.05,76.50498037582496,95.99291810050379,42.21995625246893
2023-03-20,23,4,2,2,0.17391304347826086,0.08695652173913043,0.08695652173913043,53.22085591361737,41.73605134804512,73.426010873859
2023-03-21,18,1,0,1,0.05555555555555555,0.0,0.05555555555555555,17.001106750183325,0.0,46.91106250274325
2023-03-22,28,8,5,3,0.2857142857142857,0.17857142857142858,0.10714285714285714,87.4342632866571,85.70796258973552,90.47133482671913
2023-03-23,20,6,1,5,0.3,0.05,0.25,91.80597645098996,23.998229525125947,211.09978126234466
2023-03-24,26,6,4,2,0.23076923076923078,0.15384615384615385,0.07692307692307693,70.61998188537689,73.84070623115676,64.9537788499522
2023-03-25,21,8,5,3,0.38095238095238093,0.23809523809523808,0.14285714285714285,116.5790177155428,114.2772834529807,120.62844643562552
2023-03-27,21,5,3,2,0.23809523809523808,0.14285714285714285,0.09523809523809523,72.86188607221425,68.56637007178841,80.41896429041701
2023-03-28,21,4,3,1,0.19047619047619047,0.14285714285714285,0.047619047619047616,58.2895088577714,68.56637007178841,40.209482145208504
2023-03-29,23,7,2,5,0.30434782608695654,0.08695652173913043,0.21739130434782608,93.1364978488304,41.73605134804512,183.5650271846475
2023-03-30,23,4,1,3,0.17391304347826086,0.043478260869565216,0.13043478260869565,53.22085591361737,20.86802567402256,110.1390163107885
2023-03-31,19,4,2,2,0.21052631578947367,0.10526315789473684,0.10526315789473684,64.42524663227364,50.52258847394936,88.88411842625037
2023-04-01,24,8,1,7,0.3333333333333333,0.041666666666666664,0.2916666666666667,102.00664050109995,19.99852460427162,246.28307813940208
2023-04-03,17,5,2,3,0.29411764705882354,0.11764705882352941,0.17647058823529413,90.00585926567643,56.46642241206104,149.0116103028315
2023-04-04,24,4,2,2,0.16666666666666666,0.08333333333333333,0.08333333333333333,51.003320250549976,39.99704920854324,70.36659375411489
2023-04-05,21,7,1,6,0.3333333333333333,0.047619047619047616,0.2857142857142857,102.00664050109995,22.85545669059614,241.25689287125104
2023-04-06,21,6,2,4,0.2857142857142857,0.09523809523809523,0.19047619047619047,87.4342632866571,45.71091338119228,160.83792858083402
2023-04-07,21,2,1,1,0.09523809523809523,0.047619047619047616,0.047619047619047616,29.1447544288857,22.85545669059614,40.209482145208504
2023-04-08,13,2,1,1,0.15384615384615385,0.07692307692307693,0.07692307692307693,47.079987923584596,36.92035311557838,64.9537788499522
2023-04-10,18,4,3,1,0.2222222222222222,0.16666666666666666,0.05555555555555555,68.0044270007333,79.99409841708648,46.91106250274325
2023-04-11,19,1,0,1,0.05263157894736842,0.0,0.05263157894736842,16.10631165806841,0.0,44.442059213125184
2023-04-12,29,6,5,1,0.20689655172413793,0.1724137931034483,0.034482758620689655,63.3144665179241,82.75251560388259,29.117211208599265
2023-04-13,25,5,5,0,0.2,0.2,0.0,61.203984300659975,95.99291810050379,0.0
2023-04-14,21,3,3,0,0.14285714285714285,0.14285714285714285,0.0,43.71713164332855,68.56637007178841,0.0
2023-04-15,27,5,4,1,0.18518518518518517,0.14814814814814814,0.037037037037037035,56.67035583394442,71.10586525963242,31.2740416684955
2023-04-17,20,7,4,3,0.35,0.2,0.15,107.10697252615495,95.99291810050379,126.65986875740678
2023-04-18,17,5,2,3,0.29411764705882354,0.11764705882352941,0.17647058823529413,90.00585926567643,56.46642241206104,149.0116103028315
2023-04-19,20,5,3,2,0.25,0.15,0.1,76.50498037582496,71.99468857537784,84.43991250493787
2023-04-20,24,7,3,4,0.2916666666666667,0.125,0.16666666666666666,89.25581043846248,59.99557381281486,140.73318750822978
2023-04-21,27,4,3,1,0.14814814814814814,0.1111111111111111,0.037037037037037035,45.33628466715554,53.32939894472432,31.2740416684955
2023-04-22,20,4,2,2,0.2,0.1,0.1,61.203984300659975,47.99645905025189,84.43991250493787
2023-04-24,19,6,2,4,0.3157894736842105,0.10526315789473684,0.21052631578947367,96.63786994841048,50.52258847394936,177.76823685250073
2023-04-25,27,9,4,5,0.3333333333333333,0.14814814814814814,0.18518518518518517,102.00664050109995,71.10586525963242,156.3702083424775
2023-04-26,23,5,3,2,0.21739130434782608,0.13043478260869565,0.08695652173913043,66.52606989202171,62.604077022067685,73.426010873859
2023-04-27,21,5,2,3,0.23809523809523808,0.09523809523809523,0.14285714285714285,72.86188607221425,45.71091338119228,120.62844643562552
2023-04-28,23,6,2,4,0.2608695652173913,0.08695652173913043,0.17391304347826086,79.83128387042605,41.73605134804512,146.852021747718
2023-04-29,19,4,1,3,0.21052631578947367,0.05263157894736842,0.15789473684210525,64.42524663227364,25.26129423697468,133.32617763937554
2023-05-01,22,6,1,5,0.2727272727272727,0.045454545454545456,0.22727272727272727,83.45997859180905,21.816572295569042,191.90889205667693
2023-05-02,23,7,2,5,0.30434782608695654,0.08695652173913043,0.21739130434782608,93.1364978488304,41.73605134804512,183.5650271846475
2023-05-03,21,6,3,3,0.2857142857142857,0.14285714285714285,0.14285714285714285,87.4342632866571,68.56637007178841,120.62844643562552
2023-05-04,21,7,2,5,0.3333333333333333,0.09523809523809523,0.23809523809523808,102.00664050109995,45.71091338119228,201.04741072604253
2023-05-05,27,12,9,3,0.4444444444444444,0.3333333333333333,0.1111111111111111,136.0088540014666,159.98819683417295,93.8221250054865
2023-05-06,16,2,2,0,0.125,0.125,0.0,38.25249018791248,59.99557381281486,0.0
2023-05-08,19,9,6,3,0.47368421052631576,0.3157894736842105,0.15789473684210525,144.9568049226157,151.56776542184807,133.32617763937554
2023-05-09,18,3,2,1,0.16666666666666666,0.1111111111111111,0.05555555555555555,51.003320250549976,53.32939894472432,46.91106250274325
2023-05-10,19,6,5,1,0.3157894736842105,0.2631578947368421,0.05263157894736842,96.63786994841048,126.30647118487339,44.442059213125184
